,parameter_0,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12,parameter_13,parameter_14,parameter_15,parameter_16,parameter_17,parameter_18
0,317.916675150056,0.009636237119413332,1.7150589503762135e-11,404.687696035033,2.3257246127095407e-05,2.4107876650342204e-09,0.11176179486922834,4.1813347854609925e-05,0.00016678457448388975,26.802071561626477,20.4546759471344,0.6999096252106455,0.00038942896901757477,4.6046957754920064e-10,0.9039176956147795,4.779537299208774e-07,60.37290024504358,2.3619299160073554e-07,3.1567162975119495e-08
1,29.53096393202423,0.004201009963313366,8.397014148115521e-11,202.66211373575396,0.0051869122493917305,8.318363116901866e-08,0.09199788118237798,1.6781004433118166e-05,0.0004002439672278254,89.80659683962844,69.89437918278912,4.890433276925933,7.78632330704341e-05,1.3359692591157628e-09,57.0811572804042,2.68403358258241e-07,2.655115003915666,2.5156468496711835e-07,1.7613506189651662e-08
2,12.842378721059383,0.03888880264487138,3.486189367212735e-11,91.91572448098566,0.00046880381528804547,4.5738027699146124e-09,0.09487441702251136,8.477850543232731e-07,0.00010500945010504868,1862.1333755161818,17.261234937991336,3.132700475238726,0.0016715620918869394,1.3086348409693228e-10,6.750853276281383,1.9931690022163913e-07,0.9477277322970364,2.540760754593527e-08,4.5760838760434234e-08
3,472.3360885306647,0.0054766546729694285,1.9923649719134915e-10,806.4847284041497,0.0001605977830246897,1.143501979215714e-08,0.034634871351485456,7.945568652540839e-07,0.0010329820181794109,406.5902300827627,75.96684716214219,11.804686640304533,0.00022359832779890302,2.2605648692431854e-09,1.5055101899713224,9.320336087709531e-07,0.6172647992819755,3.315911155694689e-07,6.298109269222931e-08
4,28.61132310911568,0.002779155306717995,3.6758847712164755e-10,174.9370612394498,0.0003636094182326419,4.1600161965377694e-08,1.273500279407147,1.696729351012801e-05,0.0002098108187293073,407.3907213017653,129.23319846897382,3.442179967357918,4.080609678336757e-05,1.0147691760495975e-08,88.55543663246381,5.130892834598004e-07,9.434782913000351,2.3333929194166954e-08,2.866627006870282e-09
5,47.79645687449076,0.0013712785172961064,1.5200159598219885e-10,50.292899954316866,0.0007674734180319644,6.053028542900494e-09,0.24784810645669164,1.4497475536485686e-05,0.0007440323374049726,21.22480135885656,9.390512136665304,1.742729785575607,5.440354494111784e-05,1.2928575075810984e-08,13.60877800851551,1.2438732441047307e-06,1.4533746331674455,2.775793922486139e-08,2.8717283796843147e-08
6,31.413421648726516,0.003494092253972893,9.087257153422535e-11,2003.3350004078306,7.669902173807086e-05,4.3945671620663717e-07,0.0620825791242901,1.0927356306397891e-05,0.0003395295078099847,233.88788437392077,10.128806500118944,0.8318599436147559,0.0007370361070427228,8.267051960997575e-11,6.28075568777152,1.4827660314285654e-07,1.019560587307611,4.152612454871919e-07,6.811503631431058e-09
7,120.95064077390613,0.0021761327509605584,1.0594686950699097e-10,1133.3228315781628,0.0033462987104043067,5.122214525310238e-08,0.12857781481061187,2.644420494396685e-06,7.355431052423519e-06,67.00543252229545,11.286502612302268,13.054400323216045,0.0007311208627064508,6.513927818974291e-10,70.84324789983458,9.268880080867196e-07,11.851858602378975,1.6193135383248837e-07,3.530569708631109e-08
8,27.97794989098397,0.0013317557335741843,1.4007642615315912e-10,72.4112063332407,0.0003907694117155073,1.4197292056172449e-08,0.01595001125961019,9.36764366558528e-06,3.27517439150467e-05,578.6658838495898,93.60415421232601,4.147926399506591,0.0004555160981625054,2.045240031514194e-09,161.90776449577737,2.755921847467157e-06,0.4137906090437302,2.058969376307084e-06,5.749682802085632e-09
9,260.26264666231253,0.008607203033501775,2.429964843052599e-09,458.8924636028585,0.0004974351429103187,7.992925591706143e-09,0.29464859194296245,1.059070331995122e-05,5.929320942725975e-05,629.8154084124118,1.7110323382668153,0.21612084311800298,0.0004859425187143539,1.4725007802461007e-09,3.1027586089475196,3.5082506109318486e-06,26.944381523063978,6.397401080778239e-08,7.653982078947416e-08
